day,language,gps,wo_gps
2017-02-21,no,261,261
2017-02-21,pl,1021,1021
2017-02-21,pt,2875,2875
2017-02-21,pt-PT,1,1
2017-02-21,ro,57,57
2017-02-21,ru,2230,2230
2017-02-21,sk,2,2
2017-02-21,sr,26,26
2017-02-21,sv,2471,2471
2017-02-21,th,132,132
2017-02-21,tr,4909,4909
2017-02-21,uk,52,52
2017-02-21,ur,3,3
2017-02-21,vi,35,35
2017-02-21,xx-lc,65,65
2017-02-21,zh-CN,109,109
2017-02-21,zh-Hans,7,7
2017-02-21,zh-TW,20,20
2017-02-21,zh-cn,188,188
2017-02-21,zh-tw,54,54
2017-02-22,ar,394370,394370
2017-02-22,bg,10,10
2017-02-22,bn,7,7
2017-02-22,ca,569,569
2017-02-22,cs,162,162
2017-02-22,cy,5,5
2017-02-22,da,388,388
2017-02-22,de,7706,7706
2017-02-22,el,191,191
2017-02-22,en,783840,783840
2017-02-22,en-AU,82,82
2017-02-22,en-GB,2264,2264
2017-02-22,en-IN,9,9
2017-02-22,en-US,3,3
2017-02-22,en-gb,13983,13983
2017-02-22,es,39390,39390
2017-02-22,es-MX,22,22
2017-02-22,eu,26,26
2017-02-22,fa,187,187
2017-02-22,fi,276,276
2017-02-22,fil,3,3
2017-02-22,fr,32333,32333
2017-02-22,fr-CA,2,2
2017-02-22,ga,4,4
2017-02-22,gl,38,38
2017-02-22,he,393,393
2017-02-22,hi,96,96
2017-02-22,hr,26,26
2017-02-22,hu,112,112
2017-02-22,id,21491,21491
2017-02-22,in,15,15
2017-02-22,it,2528,2528
2017-02-22,ja,1640,1640
2017-02-22,kn,5,5
2017-02-22,ko,241,241
2017-02-22,lv,8,8
2017-02-22,ms,3,3
2017-02-22,msa,54,54
2017-02-22,nb,27,27
2017-02-22,nl,6759,6759
2017-02-22,no,186,186
2017-02-22,pl,816,816
2017-02-22,pt,2910,2910
2017-02-22,pt-PT,6,6
2017-02-22,ro,51,51
2017-02-22,ru,2234,2234
2017-02-22,sk,5,5
2017-02-22,sl,2,2
2017-02-22,sr,34,34
2017-02-22,sv,1791,1791
2017-02-22,ta,1,1
2017-02-22,th,590,590
2017-02-22,tr,4324,4324
2017-02-22,uk,29,29
2017-02-22,ur,2,2
2017-02-22,vi,60,60
2017-02-22,xx-lc,44,44
2017-02-22,zh-CN,58,58
2017-02-22,zh-Hans,5,5
2017-02-22,zh-TW,12,12
2017-02-22,zh-cn,179,179
2017-02-22,zh-tw,55,55
2017-02-23,af,1,1
2017-02-23,ar,469662,469662
2017-02-23,bg,6,6
2017-02-23,bn,1,1
2017-02-23,ca,309,309
2017-02-23,cs,188,188
2017-02-23,da,319,319
2017-02-23,de,7056,7056
2017-02-23,el,150,150
2017-02-23,en,689739,689739
2017-02-23,en-AU,80,80
2017-02-23,en-GB,2341,2341
2017-02-23,en-IN,7,7
2017-02-23,en-US,13,13
2017-02-23,en-gb,13712,13712
2017-02-23,es,30054,30054
2017-02-23,es-MX,16,16
2017-02-23,eu,19,19
2017-02-23,fa,161,161
2017-02-23,fi,250,250
2017-02-23,fil,4,4
2017-02-23,fr,28975,28975
2017-02-23,gl,17,17
2017-02-23,he,305,305
2017-02-23,hi,80,80
2017-02-23,hr,33,33
2017-02-23,hu,93,93
2017-02-23,id,18149,18149
2017-02-23,in,3,3
2017-02-23,it,2187,2187
2017-02-23,ja,1136,1136
2017-02-23,kn,1,1
2017-02-23,ko,271,271
2017-02-23,lv,18,18
2017-02-23,mr,2,2
2017-02-23,ms,3,3
2017-02-23,msa,55,55
2017-02-23,nb,30,30
2017-02-23,nl,5698,5698
2017-02-23,no,169,169
2017-02-23,pl,415,415
2017-02-23,pt,1758,1758
2017-02-23,pt-PT,1,1
2017-02-23,ro,33,33
2017-02-23,ru,2163,2163
2017-02-23,sk,6,6
2017-02-23,sr,32,32
2017-02-23,sv,1416,1416
2017-02-23,ta,1,1
2017-02-23,th,124,124
2017-02-23,tr,3929,3929
2017-02-23,uk,48,48
2017-02-23,ur,1,1
2017-02-23,vi,45,45
2017-02-23,xx-lc,39,39
2017-02-23,zh-CN,51,51
2017-02-23,zh-Hans,9,9
2017-02-23,zh-TW,18,18
2017-02-23,zh-cn,183,183
2017-02-23,zh-tw,41,41
2017-02-24,ar,396376,396376
2017-02-24,bg,20,20
2017-02-24,bn,3,3
2017-02-24,ca,297,297
2017-02-24,cs,154,154
2017-02-24,cy,3,3
2017-02-24,da,264,264
2017-02-24,de,5720,5720
2017-02-24,el,115,115
2017-02-24,en,599523,599523
2017-02-24,en-AU,57,57
2017-02-24,en-GB,1718,1718
2017-02-24,en-IN,5,5
2017-02-24,en-SS,1,1
2017-02-24,en-US,2,2
2017-02-24,en-gb,10761,10761
2017-02-24,es,23194,23194
2017-02-24,es-MX,5,5
2017-02-24,eu,16,16
2017-02-24,fa,131,131
2017-02-24,fi,214,214
2017-02-24,fil,7,7
2017-02-24,fr,25880,25880
2017-02-24,ga,4,4
2017-02-24,gl,16,16
2017-02-24,gu,2,2
2017-02-24,he,308,308
2017-02-24,hi,63,63
2017-02-24,hr,15,15
2017-02-24,hu,75,75
2017-02-24,id,17755,17755
2017-02-24,in,8,8
2017-02-24,it,1563,1563
2017-02-24,ja,1083,1083
2017-02-24,kn,1,1
2017-02-24,ko,264,264
2017-02-24,ld,1,1
2017-02-24,lv,12,12
2017-02-24,ms,10,10
2017-02-24,msa,108,108
2017-02-24,nb,28,28
2017-02-24,nl,5135,5135
2017-02-24,no,156,156
2017-02-24,pl,326,326
2017-02-24,pt,1742,1742
2017-02-24,pt-PT,2,2
2017-02-24,ro,28,28
2017-02-24,ru,1911,1911
2017-02-24,sl,1,1
2017-02-24,sr,19,19
2017-02-24,sv,1291,1291
2017-02-24,ta,1,1
2017-02-24,th,119,119
2017-02-24,tr,5734,5734
2017-02-24,uk,16,16
2017-02-24,ur,55,55
2017-02-24,vi,23,23
2017-02-24,xx-lc,36,36
2017-02-24,zh-CN,69,69
2017-02-24,zh-Hans,6,6
2017-02-24,zh-TW,13,13
2017-02-24,zh-cn,158,158
2017-02-24,zh-tw,39,39
2017-02-25,ar,415522,415522
2017-02-25,bg,4,4
2017-02-25,bn,2,2
2017-02-25,ca,334,334
2017-02-25,cs,116,116
2017-02-25,da,310,310
2017-02-25,de,7215,7215
2017-02-25,el,167,167
2017-02-25,en,719789,719789
2017-02-25,en-AU,51,51
2017-02-25,en-GB,1970,1970
2017-02-25,en-IN,12,12
2017-02-25,en-US,13,13
2017-02-25,en-gb,12644,12644
2017-02-25,es,20581,20581
2017-02-25,es-MX,4,4
2017-02-25,eu,15,15
2017-02-25,fa,175,175
2017-02-25,fi,202,202
2017-02-25,fil,3,3
2017-02-25,fr,26511,26511
2017-02-25,fr-CA,2,2
2017-02-25,ga,10,10
2017-02-25,gl,9,9
2017-02-25,gu,2,2
2017-02-25,he,394,394
2017-02-25,hi,112,112
2017-02-25,hr,19,19
2017-02-25,hu,96,96
2017-02-25,id,18670,18670
2017-02-25,in,11,11
2017-02-25,it,2242,2242
2017-02-25,ja,1241,1241
2017-02-25,kn,5,5
2017-02-25,ko,976,976
2017-02-25,lv,14,14
2017-02-25,ms,3,3
2017-02-25,msa,65,65
2017-02-25,nb,36,36
2017-02-25,nl,5747,5747
2017-02-25,no,163,163
2017-02-25,pl,405,405
2017-02-25,pt,1777,1777
2017-02-25,pt-PT,4,4
2017-02-25,ro,44,44
2017-02-25,ru,2570,2570
2017-02-25,sk,5,5
2017-02-25,sr,34,34
2017-02-25,sv,1716,1716
2017-02-25,ta,3,3
2017-02-25,th,99,99
2017-02-25,tr,4464,4464
2017-02-25,uk,29,29
2017-02-25,ur,6,6
2017-02-25,vi,23,23
2017-02-25,xx-lc,32,32
2017-02-25,zh-CN,66,66
2017-02-25,zh-HK,2,2
2017-02-25,zh-Hans,5,5
2017-02-25,zh-TW,14,14
2017-02-25,zh-cn,146,146
2017-02-25,zh-tw,44,44
2017-02-26,ar,429671,429671
2017-02-26,bg,2,2
2017-02-26,bn,4,4
2017-02-26,ca,570,570
2017-02-26,cs,229,229
2017-02-26,cy,2,2
2017-02-26,da,292,292
2017-02-26,de,6217,6217
2017-02-26,el,135,135
2017-02-26,en,595815,595815
2017-02-26,en-AU,73,73
2017-02-26,en-GB,1874,1874
2017-02-26,en-IN,19,19
2017-02-26,en-SS,1,1
2017-02-26,en-gb,12112,12112
2017-02-26,es,27634,27634
2017-02-26,es-MX,10,10
2017-02-26,eu,45,45
2017-02-26,fa,172,172
2017-02-26,fi,251,251
2017-02-26,fil,7,7
2017-02-26,fr,31062,31062
2017-02-26,fr-CA,1,1
2017-02-26,ga,5,5
2017-02-26,gl,28,28
2017-02-26,gu,1,1
2017-02-26,he,256,256
2017-02-26,hi,122,122
2017-02-26,hr,14,14
2017-02-26,hu,91,91
2017-02-26,id,22272,22272
2017-02-26,in,10,10
2017-02-26,it,2303,2303
2017-02-26,ja,936,936
2017-02-26,kn,6,6
2017-02-26,ko,448,448
2017-02-26,ld,1,1
2017-02-26,lv,6,6
2017-02-26,mr,5,5
2017-02-26,ms,6,6
2017-02-26,msa,81,81
2017-02-26,nb,29,29
2017-02-26,nl,14429,14429
2017-02-26,no,122,122
2017-02-26,pa,1,1
2017-02-26,pl,374,374
2017-02-26,pt,1782,1782
2017-02-26,ro,24,24
2017-02-26,ru,1722,1722
2017-02-26,sk,3,3
2017-02-26,sr,31,31
2017-02-26,sv,1340,1340
2017-02-26,ta,1,1
2017-02-26,th,216,216
2017-02-26,tr,3957,3957
2017-02-26,uk,58,58
2017-02-26,ur,5,5
2017-02-26,vi,18,18
2017-02-26,xx-lc,33,33
2017-02-26,zh-CN,40,40
2017-02-26,zh-Hans,8,8
2017-02-26,zh-TW,8,8
2017-02-26,zh-cn,131,131
2017-02-26,zh-tw,26,26
2017-02-27,ar,387172,387172
2017-02-27,bg,6,6
2017-02-27,bn,3,3
2017-02-27,ca,577,577
2017-02-27,cs,110,110
2017-02-27,cy,3,3
2017-02-27,da,371,371
2017-02-27,de,6827,6827
2017-02-27,el,140,140
2017-02-27,en,740104,740104
2017-02-27,en-AU,84,84
2017-02-27,en-GB,2218,2218
2017-02-27,en-IN,17,17
2017-02-27,en-US,5,5
2017-02-27,en-gb,13150,13150
2017-02-27,es,36149,36149
2017-02-27,es-MX,22,22
2017-02-27,eu,22,22
2017-02-27,fa,181,181
2017-02-27,fi,382,382
2017-02-27,fil,4,4
2017-02-27,fr,33079,33079
2017-02-27,fr-CA,4,4
2017-02-27,ga,6,6
2017-02-27,gl,40,40
2017-02-27,gu,7,7
2017-02-27,he,242,242
2017-02-27,hi,122,122
2017-02-27,hr,31,31
2017-02-27,hu,88,88
2017-02-27,id,22461,22461
2017-02-27,in,9,9
2017-02-27,it,2452,2452
2017-02-27,ja,1467,1467
2017-02-27,kn,1,1
2017-02-27,ko,920,920
2017-02-27,lt,1,1
2017-02-27,lv,17,17
2017-02-27,ms,7,7
2017-02-27,msa,91,91
2017-02-27,nb,29,29
2017-02-27,nl,9477,9477
2017-02-27,no,150,150
2017-02-27,pa,5,5
2017-02-27,pl,412,412
2017-02-27,pt,4642,4642
2017-02-27,pt-PT,5,5
2017-02-27,ro,39,39
2017-02-27,ru,2153,2153
2017-02-27,sk,8,8
2017-02-27,sl,1,1
2017-02-27,sr,23,23
2017-02-27,sv,1350,1350
2017-02-27,ta,1,1
2017-02-27,th,2092,2092
2017-02-27,tr,4780,4780
2017-02-27,uk,45,45
2017-02-27,ur,5,5
2017-02-27,vi,30,30
2017-02-27,xx-lc,54,54
2017-02-27,zh-CN,37,37
2017-02-27,zh-HK,1,1
2017-02-27,zh-Hans,6,6
2017-02-27,zh-TW,10,10
2017-02-27,zh-cn,146,146
2017-02-27,zh-tw,41,41
2017-02-28,ar,490581,490581
2017-02-28,bg,3,3
2017-02-28,bn,2,2
2017-02-28,ca,426,426
2017-02-28,cs,145,145
2017-02-28,cy,6,6
2017-02-28,da,266,266
2017-02-28,de,6155,6155
2017-02-28,el,144,144
2017-02-28,en,609605,609605
2017-02-28,en-AU,70,70
2017-02-28,en-GB,1927,1927
2017-02-28,en-IN,11,11
2017-02-28,en-US,5,5
2017-02-28,en-gb,11668,11668
2017-02-28,es,29450,29450
2017-02-28,es-MX,6,6
2017-02-28,eu,24,24
2017-02-28,fa,164,164
2017-02-28,fi,199,199
2017-02-28,fil,3,3
2017-02-28,fr,27484,27484
2017-02-28,fr-CA,1,1
2017-02-28,ga,2,2
2017-02-28,gl,30,30
2017-02-28,gu,3,3
2017-02-28,he,422,422
2017-02-28,hi,82,82
2017-02-28,hr,18,18
2017-02-28,hu,76,76
2017-02-28,id,20153,20153
2017-02-28,in,19,19
2017-02-28,it,1969,1969
2017-02-28,ja,1595,1595
2017-02-28,kn,3,3
2017-02-28,ko,187,187
2017-02-28,lv,10,10
2017-02-28,ms,6,6
2017-02-28,msa,93,93
2017-02-28,nb,31,31
2017-02-28,nl,6985,6985
2017-02-28,no,123,123
2017-02-28,pa,7,7
2017-02-28,pl,289,289
2017-02-28,pt,1905,1905
2017-02-28,ro,30,30
2017-02-28,ru,1583,1583
2017-02-28,sk,2,2
2017-02-28,sq,1,1
2017-02-28,sr,7,7
2017-02-28,sv,1231,1231
2017-02-28,ta,1,1
2017-02-28,th,197,197
2017-02-28,tr,4195,4195
2017-02-28,uk,24,24
2017-02-28,ur,7,7
2017-02-28,vi,19,19
2017-02-28,xx-lc,38,38
2017-02-28,zh-CN,46,46
2017-02-28,zh-Hans,5,5
2017-02-28,zh-TW,18,18
2017-02-28,zh-cn,132,132
2017-02-28,zh-tw,64,64
2017-03-01,ar,428798,428798
2017-03-01,bg,6,6
2017-03-01,bn,2,2
2017-03-01,ca,301,301
2017-03-01,cs,126,126
2017-03-01,cy,1,1
2017-03-01,da,301,301
2017-03-01,de,6045,6045
2017-03-01,el,145,145
2017-03-01,en,766103,766103
2017-03-01,en-AU,72,72
2017-03-01,en-CA,2,2
2017-03-01,en-GB,1827,1827
2017-03-01,en-IN,13,13
2017-03-01,en-US,2,2
2017-03-01,en-gb,11590,11590
2017-03-01,es,32554,32554
2017-03-01,es-MX,16,16
2017-03-01,eu,28,28
2017-03-01,fa,147,147
2017-03-01,fi,177,177
2017-03-01,fil,5,5
2017-03-01,fr,24926,24926
2017-03-01,ga,2,2
2017-03-01,gl,25,25
2017-03-01,gu,2,2
2017-03-01,he,403,403
2017-03-01,hi,83,83
2017-03-01,hr,17,17
2017-03-01,hu,91,91
2017-03-01,id,23782,23782
2017-03-01,in,14,14
2017-03-01,it,1603,1603
2017-03-01,ja,1313,1313
2017-03-01,kn,3,3
2017-03-01,ko,145,145
2017-03-01,lt,1,1
2017-03-01,lv,12,12
2017-03-01,mr,1,1
2017-03-01,ms,12,12
2017-03-01,msa,100,100
2017-03-01,nb,31,31
2017-03-01,nl,6480,6480
2017-03-01,no,119,119
2017-03-01,pl,239,239
2017-03-01,pt,1916,1916
2017-03-01,pt-PT,2,2
2017-03-01,ro,25,25
2017-03-01,ru,2242,2242
2017-03-01,sk,1,1
2017-03-01,sr,12,12
2017-03-01,sv,1134,1134
2017-03-01,ta,2,2
2017-03-01,th,201,201
2017-03-01,tr,3494,3494
2017-03-01,uk,48,48
2017-03-01,ur,3,3
2017-03-01,vi,26,26
2017-03-01,xx-lc,45,45
2017-03-01,zh-CN,44,44
2017-03-01,zh-Hans,2,2
2017-03-01,zh-TW,11,11
2017-03-01,zh-cn,99,99
2017-03-01,zh-tw,47,47
2017-03-02,ar,391741,391741
2017-03-02,bg,1,1
2017-03-02,ca,290,290
2017-03-02,cs,142,142
2017-03-02,cy,6,6
2017-03-02,da,274,274
2017-03-02,de,5809,5809
2017-03-02,el,164,164
2017-03-02,en,587993,587993
2017-03-02,en-AU,55,55
2017-03-02,en-GB,2551,2551
2017-03-02,en-IN,22,22
2017-03-02,en-US,2,2
2017-03-02,en-gb,11866,11866
2017-03-02,es,25170,25170
2017-03-02,es-MX,5,5
2017-03-02,eu,28,28
2017-03-02,fa,142,142
2017-03-02,fi,169,169
2017-03-02,fil,2,2
2017-03-02,fr,26395,26395
2017-03-02,fr-CA,1,1
2017-03-02,ga,4,4
2017-03-02,gl,18,18
2017-03-02,gu,10,10
2017-03-02,he,225,225
2017-03-02,hi,66,66
2017-03-02,hr,13,13
2017-03-02,hu,94,94
2017-03-02,id,22390,22390
2017-03-02,in,19,19
2017-03-02,it,1780,1780
2017-03-02,ja,954,954
2017-03-02,kn,8,8
2017-03-02,ko,136,136
2017-03-02,lv,8,8
2017-03-02,ms,6,6
2017-03-02,msa,75,75
2017-03-02,nb,29,29
2017-03-02,nl,6664,6664
2017-03-02,no,142,142
2017-03-02,pa,3,3
2017-03-02,pl,341,341
2017-03-02,pt,2120,2120
2017-03-02,pt-PT,2,2
2017-03-02,ro,34,34
2017-03-02,ru,2381,2381
2017-03-02,sk,2,2
2017-03-02,sr,12,12
2017-03-02,sv,984,984
2017-03-02,ta,1,1
2017-03-02,th,118,118
2017-03-02,tr,4244,4244
2017-03-02,uk,13,13
2017-03-02,ur,6,6
2017-03-02,vi,30,30
2017-03-02,xx-lc,37,37
2017-03-02,zh-CN,51,51
2017-03-02,zh-Hans,2,2
2017-03-02,zh-TW,11,11
2017-03-02,zh-cn,113,113
2017-03-02,zh-tw,37,37
2017-03-03,ar,469329,469329
2017-03-03,bg,3,3
2017-03-03,bn,15,15
2017-03-03,ca,302,302
2017-03-03,cs,139,139
2017-03-03,cy,8,8
2017-03-03,da,313,313
2017-03-03,de,5550,5550
2017-03-03,el,114,114
2017-03-03,en,627876,627876
2017-03-03,en-AU,63,63
2017-03-03,en-CA,1,1
2017-03-03,en-GB,2112,2112
2017-03-03,en-IN,14,14
2017-03-03,en-US,4,4
2017-03-03,en-gb,11949,11949
2017-03-03,es,24761,24761
2017-03-03,es-MX,8,8
2017-03-03,eu,35,35
2017-03-03,fa,148,148
2017-03-03,fi,176,176
2017-03-03,fil,2,2
2017-03-03,fr,30054,30054
2017-03-03,fr-CA,1,1
2017-03-03,ga,9,9
2017-03-03,gl,35,35
2017-03-03,gu,1,1
2017-03-03,he,292,292
2017-03-03,hi,106,106
2017-03-03,hr,23,23
2017-03-03,hu,80,80
2017-03-03,id,19620,19620
2017-03-03,in,7,7
2017-03-03,it,1770,1770
2017-03-03,ja,1786,1786
2017-03-03,kn,3,3
2017-03-03,ko,157,157
2017-03-03,lv,17,17
2017-03-03,mr,1,1
2017-03-03,ms,10,10
2017-03-03,msa,70,70
2017-03-03,nb,27,27
2017-03-03,nl,7437,7437
2017-03-03,no,134,134
2017-03-03,pa,1,1
2017-03-03,pl,429,429
2017-03-03,pt,2091,2091
2017-03-03,pt-PT,2,2
2017-03-03,ro,22,22
2017-03-03,ru,2017,2017
2017-03-03,sk,5,5
2017-03-03,sl,1,1
2017-03-03,sr,30,30
2017-03-03,sv,1237,1237
2017-03-03,ta,2,2
2017-03-03,th,125,125
2017-03-03,tr,5893,5893
2017-03-03,uk,16,16
2017-03-03,ur,10,10
2017-03-03,vi,33,33
2017-03-03,xx-lc,43,43
2017-03-03,zh-CN,25,25
2017-03-03,zh-Hans,2,2
2017-03-03,zh-TW,8,8
2017-03-03,zh-cn,111,111
2017-03-03,zh-tw,37,37
2017-03-04,ar,365212,365212
2017-03-04,bn,4,4
2017-03-04,ca,344,344
2017-03-04,cs,97,97
2017-03-04,cy,2,2
2017-03-04,da,217,217
2017-03-04,de,5877,5877
2017-03-04,el,104,104
2017-03-04,en,537008,537008
2017-03-04,en-AU,52,52
2017-03-04,en-GB,1681,1681
2017-03-04,en-IN,5,5
2017-03-04,en-US,2,2
2017-03-04,en-gb,10152,10152
2017-03-04,es,20463,20463
2017-03-04,es-MX,14,14
2017-03-04,eu,20,20
2017-03-04,fa,121,121
2017-03-04,fi,161,161
2017-03-04,fr,29374,29374
2017-03-04,fr-CA,1,1
2017-03-04,ga,6,6
2017-03-04,gl,37,37
2017-03-04,he,236,236
2017-03-04,hi,96,96
2017-03-04,hr,10,10
2017-03-04,hu,83,83
2017-03-04,id,19962,19962
2017-03-04,in,9,9
2017-03-04,it,1544,1544
2017-03-04,ja,1056,1056
2017-03-04,kn,4,4
2017-03-04,ko,94,94
2017-03-04,lv,8,8
2017-03-04,ms,4,4
2017-03-04,msa,58,58
2017-03-04,nb,23,23
2017-03-04,nl,5830,5830
2017-03-04,no,118,118
2017-03-04,pa,1,1
2017-03-04,pl,483,483
2017-03-04,pt,1530,1530
2017-03-04,pt-PT,2,2
2017-03-04,ro,29,29
2017-03-04,ru,1321,1321
2017-03-04,sk,1,1
2017-03-04,sl,2,2
2017-03-04,sr,11,11
2017-03-04,sv,1186,1186
2017-03-04,th,110,110
2017-03-04,tr,3789,3789
2017-03-04,uk,11,11
2017-03-04,ur,9,9
2017-03-04,vi,33,33
2017-03-04,xx-lc,29,29
2017-03-04,zh-CN,27,27
2017-03-04,zh-HK,1,1
2017-03-04,zh-Hans,2,2
2017-03-04,zh-TW,7,7
2017-03-04,zh-cn,112,112
2017-03-04,zh-tw,25,25
2017-03-05,ar,483594,483594
2017-03-05,bg,12,12
2017-03-05,bn,3,3
2017-03-05,ca,354,354
2017-03-05,cs,134,134
2017-03-05,cy,3,3
2017-03-05,da,237,237
2017-03-05,de,5670,5670
2017-03-05,el,153,153
2017-03-05,en,466732,466732
2017-03-05,en-AU,69,69
2017-03-05,en-GB,2134,2134
2017-03-05,en-IN,15,15
2017-03-05,en-US,5,5
2017-03-05,en-gb,11623,11623
2017-03-05,es,18594,18594
2017-03-05,es-MX,9,9
2017-03-05,eu,26,26
2017-03-05,fa,202,202
2017-03-05,fi,153,153
2017-03-05,fil,1,1
2017-03-05,fr,28567,28567
2017-03-05,fr-CA,1,1
2017-03-05,ga,3,3
2017-03-05,gl,21,21
2017-03-05,gu,5,5
2017-03-05,he,212,212
2017-03-05,hi,101,101
2017-03-05,hr,10,10
2017-03-05,hu,93,93
2017-03-05,id,17117,17117
2017-03-05,in,3,3
2017-03-05,it,1673,1673
2017-03-05,ja,932,932
2017-03-05,kn,4,4
2017-03-05,ko,109,109
2017-03-05,lv,2,2
2017-03-05,mr,1,1
2017-03-05,ms,4,4
2017-03-05,msa,59,59
2017-03-05,nb,30,30
2017-03-05,nl,6604,6604
2017-03-05,no,125,125
2017-03-05,pl,346,346
2017-03-05,pt,1353,1353
2017-03-05,pt-PT,1,1
2017-03-05,ro,18,18
2017-03-05,ru,1702,1702
2017-03-05,sk,7,7
2017-03-05,sl,2,2
2017-03-05,sr,21,21
2017-03-05,sv,1298,1298
2017-03-05,ta,2,2
2017-03-05,th,127,127
2017-03-05,tr,3768,3768
2017-03-05,uk,15,15
2017-03-05,ur,5,5
2017-03-05,vi,24,24
2017-03-05,xx-lc,27,27
2017-03-05,zh-CN,25,25
2017-03-05,zh-Hant,1,1
2017-03-05,zh-TW,7,7
2017-03-05,zh-cn,99,99
2017-03-05,zh-tw,10,10
2017-03-06,ar,409118,409118
2017-03-06,bg,4,4
2017-03-06,bn,1,1
2017-03-06,ca,306,306
2017-03-06,cs,191,191
2017-03-06,cy,8,8
2017-03-06,da,376,376
2017-03-06,de,6038,6038
2017-03-06,el,187,187
2017-03-06,en,719005,719005
2017-03-06,en-AU,78,78
2017-03-06,en-GB,2181,2181
2017-03-06,en-IN,7,7
2017-03-06,en-US,5,5
2017-03-06,en-gb,12793,12793
2017-03-06,es,28152,28152
2017-03-06,es-MX,9,9
2017-03-06,eu,23,23
2017-03-06,fa,186,186
2017-03-06,fi,230,230
2017-03-06,fil,2,2
2017-03-06,fr,25556,25556
2017-03-06,fr-CA,2,2
2017-03-06,ga,7,7
2017-03-06,gl,14,14
2017-03-06,he,254,254
2017-03-06,hi,101,101
2017-03-06,hr,22,22
2017-03-06,hu,117,117
2017-03-06,id,26967,26967
2017-03-06,in,3,3
2017-03-06,it,2417,2417
2017-03-06,ja,1296,1296
2017-03-06,kn,1,1
2017-03-06,ko,253,253
2017-03-06,lolc,1,1
2017-03-06,lt,2,2
2017-03-06,lv,14,14
2017-03-06,mr,4,4
2017-03-06,ms,6,6
2017-03-06,msa,61,61
2017-03-06,nb,36,36
2017-03-06,nl,6392,6392
2017-03-06,no,219,219
2017-03-06,pa,1,1
2017-03-06,pl,419,419
2017-03-06,pt,2036,2036
2017-03-06,pt-PT,1,1
2017-03-06,ro,33,33
2017-03-06,ru,2052,2052
2017-03-06,sk,8,8
2017-03-06,sl,1,1
2017-03-06,sr,22,22
2017-03-06,sv,1710,1710
2017-03-06,ta,2,2
2017-03-06,th,167,167
2017-03-06,tr,5278,5278
2017-03-06,uk,50,50
2017-03-06,ur,5,5
2017-03-06,vi,30,30
2017-03-06,xx-lc,53,53
2017-03-06,zh-CN,36,36
2017-03-06,zh-HK,1,1
2017-03-06,zh-TW,4,4
2017-03-06,zh-cn,146,146
2017-03-06,zh-tw,32,32
2017-03-07,ar,448788,448788
2017-03-07,bg,6,6
2017-03-07,bn,1,1
2017-03-07,ca,368,368
2017-03-07,ckb,1,1
2017-03-07,cs,194,194
2017-03-07,cy,5,5
2017-03-07,da,384,384
2017-03-07,de,6419,6419
2017-03-07,el,165,165
2017-03-07,en,716495,716495
2017-03-07,en-AU,91,91
2017-03-07,en-GB,1933,1933
2017-03-07,en-IN,7,7
2017-03-07,en-US,2,2
2017-03-07,en-gb,12835,12835
2017-03-07,es,29534,29534
2017-03-07,es-MX,8,8
2017-03-07,eu,26,26
2017-03-07,fa,287,287
2017-03-07,fi,236,236
2017-03-07,fil,1,1
2017-03-07,fr,31157,31157
2017-03-07,fr-CA,10,10
2017-03-07,ga,5,5
2017-03-07,gl,27,27
2017-03-07,gu,1,1
2017-03-07,he,242,242
2017-03-07,hi,73,73
2017-03-07,hr,21,21
2017-03-07,hu,103,103
2017-03-07,id,21954,21954
2017-03-07,in,27,27
2017-03-07,it,2193,2193
2017-03-07,ja,1433,1433
2017-03-07,kn,8,8
2017-03-07,ko,208,208
2017-03-07,lv,12,12
2017-03-07,ms,6,6
2017-03-07,msa,67,67
2017-03-07,nb,24,24
2017-03-07,nl,7551,7551
2017-03-07,no,212,212
2017-03-07,pl,481,481
2017-03-07,pt,2892,2892
2017-03-07,pt-PT,9,9
2017-03-07,ro,39,39
2017-03-07,ru,1944,1944
2017-03-07,sk,8,8
2017-03-07,sr,17,17
2017-03-07,sv,1490,1490
2017-03-07,ta,1,1
2017-03-07,th,157,157
2017-03-07,tr,4598,4598
2017-03-07,uk,33,33
2017-03-07,ur,7,7
2017-03-07,vi,26,26
2017-03-07,xx-lc,51,51
2017-03-07,zh-CN,56,56
2017-03-07,zh-HK,2,2
2017-03-07,zh-Hans,2,2
2017-03-07,zh-TW,10,10
2017-03-07,zh-cn,253,253
2017-03-07,zh-tw,53,53
2017-03-08,ar,408386,408386
2017-03-08,az,1,1
2017-03-08,bg,16,16
2017-03-08,bn,2,2
2017-03-08,ca,335,335
2017-03-08,cs,109,109
2017-03-08,cy,9,9
2017-03-08,da,296,296
2017-03-08,de,5759,5759
2017-03-08,el,160,160
2017-03-08,en,637276,637276
2017-03-08,en-AU,84,84
2017-03-08,en-GB,2149,2149
2017-03-08,en-IN,17,17
2017-03-08,en-SS,1,1
2017-03-08,en-US,5,5
2017-03-08,en-gb,11851,11851
2017-03-08,es,22777,22777
2017-03-08,es-MX,8,8
2017-03-08,eu,19,19
2017-03-08,fa,197,197
2017-03-08,fi,219,219
2017-03-08,fil,5,5
2017-03-08,fr,33700,33700
2017-03-08,ga,7,7
2017-03-08,gl,13,13
2017-03-08,gu,1,1
2017-03-08,he,261,261
2017-03-08,hi,111,111
2017-03-08,hr,21,21
2017-03-08,hu,60,60
2017-03-08,id,16384,16384
2017-03-08,in,9,9
