day,language,gps,wo_gps
2017-01-23,in,17,17
2017-01-23,it,1726,1726
2017-01-23,ja,733,733
2017-01-23,kn,3,3
2017-01-23,ko,132,132
2017-01-23,lv,5,5
2017-01-23,ms,8,8
2017-01-23,msa,61,61
2017-01-23,nb,23,23
2017-01-23,nl,4366,4366
2017-01-23,no,131,131
2017-01-23,pl,333,333
2017-01-23,pt,2707,2707
2017-01-23,pt-PT,6,6
2017-01-23,ro,38,38
2017-01-23,ru,917,917
2017-01-23,sk,5,5
2017-01-23,sr,21,21
2017-01-23,sv,1143,1143
2017-01-23,ta,4,4
2017-01-23,th,115,115
2017-01-23,tr,4872,4872
2017-01-23,uk,13,13
2017-01-23,ur,5,5
2017-01-23,vi,11,11
2017-01-23,xx-lc,18,18
2017-01-23,zh-CN,19,19
2017-01-23,zh-TW,2,2
2017-01-23,zh-cn,84,84
2017-01-23,zh-tw,34,34
2017-01-24,TR,49,49
2017-01-24,ar,442131,442131
2017-01-24,bg,3,3
2017-01-24,bn,3,3
2017-01-24,ca,724,724
2017-01-24,cs,70,70
2017-01-24,cy,5,5
2017-01-24,da,198,198
2017-01-24,de,4589,4589
2017-01-24,el,113,113
2017-01-24,en,471461,471461
2017-01-24,en-AU,51,51
2017-01-24,en-GB,1525,1525
2017-01-24,en-IN,6,6
2017-01-24,en-US,3,3
2017-01-24,en-gb,10753,10753
2017-01-24,es,28628,28628
2017-01-24,es-MX,3,3
2017-01-24,eu,35,35
2017-01-24,fa,211,211
2017-01-24,fi,185,185
2017-01-24,fil,5,5
2017-01-24,fr,31882,31882
2017-01-24,ga,3,3
2017-01-24,gl,94,94
2017-01-24,gu,4,4
2017-01-24,he,318,318
2017-01-24,hi,46,46
2017-01-24,hr,36,36
2017-01-24,hu,91,91
2017-01-24,id,34005,34005
2017-01-24,in,6,6
2017-01-24,it,1780,1780
2017-01-24,ja,824,824
2017-01-24,kn,6,6
2017-01-24,ko,120,120
2017-01-24,lv,9,9
2017-01-24,mr,4,4
2017-01-24,ms,8,8
2017-01-24,msa,85,85
2017-01-24,nb,20,20
2017-01-24,nl,4706,4706
2017-01-24,no,150,150
2017-01-24,pl,404,404
2017-01-24,pt,1879,1879
2017-01-24,pt-PT,1,1
2017-01-24,ro,28,28
2017-01-24,ru,1713,1713
2017-01-24,sk,5,5
2017-01-24,sl,2,2
2017-01-24,sr,20,20
2017-01-24,sv,950,950
2017-01-24,ta,4,4
2017-01-24,th,134,134
2017-01-24,tr,4067,4067
2017-01-24,uk,9,9
2017-01-24,ur,1,1
2017-01-24,vi,25,25
2017-01-24,xx-lc,23,23
2017-01-24,zh,1,1
2017-01-24,zh-CN,20,20
2017-01-24,zh-Hans,1,1
2017-01-24,zh-TW,3,3
2017-01-24,zh-cn,94,94
2017-01-24,zh-tw,18,18
2017-01-25,ar,473845,473845
2017-01-25,bg,16,16
2017-01-25,bn,2,2
2017-01-25,ca,959,959
2017-01-25,cs,143,143
2017-01-25,cy,6,6
2017-01-25,da,442,442
2017-01-25,de,8188,8188
2017-01-25,el,222,222
2017-01-25,en,951203,951203
2017-01-25,en-AU,76,76
2017-01-25,en-GB,2635,2635
2017-01-25,en-IN,18,18
2017-01-25,en-gb,15916,15916
2017-01-25,es,42078,42078
2017-01-25,es-MX,22,22
2017-01-25,eu,52,52
2017-01-25,fa,240,240
2017-01-25,fi,371,371
2017-01-25,fil,6,6
2017-01-25,fr,37883,37883
2017-01-25,fr-CA,4,4
2017-01-25,ga,8,8
2017-01-25,gl,76,76
2017-01-25,gu,5,5
2017-01-25,he,245,245
2017-01-25,hi,98,98
2017-01-25,hr,47,47
2017-01-25,hu,113,113
2017-01-25,id,28735,28735
2017-01-25,in,9,9
2017-01-25,it,2552,2552
2017-01-25,ja,1595,1595
2017-01-25,ko,186,186
2017-01-25,lolc,1,1
2017-01-25,lv,14,14
2017-01-25,mr,1,1
2017-01-25,ms,15,15
2017-01-25,msa,94,94
2017-01-25,nb,36,36
2017-01-25,nl,6479,6479
2017-01-25,no,225,225
2017-01-25,pa-Arab,1,1
2017-01-25,pl,592,592
2017-01-25,pt,4520,4520
2017-01-25,pt-PT,4,4
2017-01-25,ro,63,63
2017-01-25,ru,2342,2342
2017-01-25,sk,9,9
2017-01-25,sl,2,2
2017-01-25,sr,32,32
2017-01-25,sv,1738,1738
2017-01-25,ta,2,2
2017-01-25,th,181,181
2017-01-25,tr,4819,4819
2017-01-25,uk,39,39
2017-01-25,ur,7,7
2017-01-25,vi,33,33
2017-01-25,xx-lc,87,87
2017-01-25,zh-CN,42,42
2017-01-25,zh-HK,1,1
2017-01-25,zh-Hans,3,3
2017-01-25,zh-TW,6,6
2017-01-25,zh-cn,126,126
2017-01-25,zh-tw,44,44
2017-01-26,ar,496392,496392
2017-01-26,bg,13,13
2017-01-26,bn,1,1
2017-01-26,ca,603,603
2017-01-26,cs,233,233
2017-01-26,cy,7,7
2017-01-26,da,437,437
2017-01-26,de,8440,8440
2017-01-26,el,218,218
2017-01-26,en,970934,970934
2017-01-26,en-AU,82,82
2017-01-26,en-GB,2561,2561
2017-01-26,en-IN,9,9
2017-01-26,en-US,7,7
2017-01-26,en-gb,15108,15108
2017-01-26,es,45417,45417
2017-01-26,es-MX,46,46
2017-01-26,eu,51,51
2017-01-26,fa,270,270
2017-01-26,fi,396,396
2017-01-26,fil,11,11
2017-01-26,fr,35043,35043
2017-01-26,ga,5,5
2017-01-26,gl,39,39
2017-01-26,gu,2,2
2017-01-26,he,244,244
2017-01-26,hi,60,60
2017-01-26,hr,79,79
2017-01-26,hu,120,120
2017-01-26,id,42171,42171
2017-01-26,in,6,6
2017-01-26,it,2549,2549
2017-01-26,ja,2364,2364
2017-01-26,kn,1,1
2017-01-26,ko,175,175
2017-01-26,ld,1,1
2017-01-26,lolc,1,1
2017-01-26,lv,10,10
2017-01-26,mn,1,1
2017-01-26,mr,1,1
2017-01-26,ms,6,6
2017-01-26,msa,76,76
2017-01-26,nb,40,40
2017-01-26,nl,5935,5935
2017-01-26,no,217,217
2017-01-26,pl,554,554
2017-01-26,pt,3504,3504
2017-01-26,pt-PT,6,6
2017-01-26,ro,84,84
2017-01-26,ru,3861,3861
2017-01-26,sk,6,6
2017-01-26,sl,2,2
2017-01-26,sr,35,35
2017-01-26,sv,1478,1478
2017-01-26,ta,2,2
2017-01-26,th,205,205
2017-01-26,tr,4301,4301
2017-01-26,uk,49,49
2017-01-26,ur,10,10
2017-01-26,vi,35,35
2017-01-26,xx-lc,61,61
2017-01-26,zh-CN,46,46
2017-01-26,zh-Hans,1,1
2017-01-26,zh-TW,24,24
2017-01-26,zh-cn,129,129
2017-01-26,zh-tw,41,41
2017-01-27,ar,518851,518851
2017-01-27,bg,10,10
2017-01-27,bn,2,2
2017-01-27,ca,540,540
2017-01-27,cs,151,151
2017-01-27,cy,7,7
2017-01-27,da,397,397
2017-01-27,de,7018,7018
2017-01-27,el,177,177
2017-01-27,en,815846,815846
2017-01-27,en-AU,76,76
2017-01-27,en-GB,2184,2184
2017-01-27,en-IN,5,5
2017-01-27,en-US,1,1
2017-01-27,en-gb,14009,14009
2017-01-27,es,42044,42044
2017-01-27,es-MX,34,34
2017-01-27,eu,32,32
2017-01-27,fa,207,207
2017-01-27,fi,351,351
2017-01-27,fil,5,5
2017-01-27,fr,30862,30862
2017-01-27,ga,11,11
2017-01-27,gl,46,46
2017-01-27,gu,2,2
2017-01-27,he,262,262
2017-01-27,hi,53,53
2017-01-27,hr,43,43
2017-01-27,hu,121,121
2017-01-27,id,20976,20976
2017-01-27,in,8,8
2017-01-27,it,2423,2423
2017-01-27,ja,1673,1673
2017-01-27,kn,1,1
2017-01-27,ko,180,180
2017-01-27,ld,1,1
2017-01-27,lv,12,12
2017-01-27,ms,7,7
2017-01-27,msa,74,74
2017-01-27,nb,31,31
2017-01-27,nl,5656,5656
2017-01-27,no,232,232
2017-01-27,pl,536,536
2017-01-27,pt,4097,4097
2017-01-27,pt-PT,4,4
2017-01-27,ro,78,78
2017-01-27,ru,2556,2556
2017-01-27,sk,6,6
2017-01-27,sr,25,25
2017-01-27,sv,1276,1276
2017-01-27,ta,3,3
2017-01-27,th,158,158
2017-01-27,tr,4168,4168
2017-01-27,uk,49,49
2017-01-27,ur,7,7
2017-01-27,vi,28,28
2017-01-27,xx-lc,65,65
2017-01-27,zh-CN,28,28
2017-01-27,zh-Hans,1,1
2017-01-27,zh-TW,8,8
2017-01-27,zh-cn,105,105
2017-01-27,zh-tw,28,28
2017-01-28,ar,446423,446423
2017-01-28,bg,55,55
2017-01-28,bn,6,6
2017-01-28,ca,1116,1116
2017-01-28,cs,348,348
2017-01-28,cy,6,6
2017-01-28,da,1208,1208
2017-01-28,de,18479,18479
2017-01-28,el,556,556
2017-01-28,en,2303848,2303848
2017-01-28,en-AU,169,169
2017-01-28,en-GB,5968,5968
2017-01-28,en-IN,9,9
2017-01-28,en-SS,1,1
2017-01-28,en-US,10,10
2017-01-28,en-gb,31611,31611
2017-01-28,es,83119,83119
2017-01-28,es-MX,76,76
2017-01-28,eu,40,40
2017-01-28,fa,282,282
2017-01-28,fi,1002,1002
2017-01-28,fil,11,11
2017-01-28,fr,46011,46011
2017-01-28,fr-CA,12,12
2017-01-28,ga,47,47
2017-01-28,gl,90,90
2017-01-28,gu,26,26
2017-01-28,he,422,422
2017-01-28,hi,129,129
2017-01-28,hr,107,107
2017-01-28,hu,262,262
2017-01-28,id,24632,24632
2017-01-28,in,6,6
2017-01-28,it,7428,7428
2017-01-28,ja,6607,6607
2017-01-28,kn,5,5
2017-01-28,ko,648,648
2017-01-28,ld,1,1
2017-01-28,lolc,1,1
2017-01-28,lt,2,2
2017-01-28,lv,42,42
2017-01-28,mk,1,1
2017-01-28,ms,8,8
2017-01-28,msa,89,89
2017-01-28,nb,77,77
2017-01-28,nl,12271,12271
2017-01-28,no,542,542
2017-01-28,pl,1654,1654
2017-01-28,pt,11889,11889
2017-01-28,pt-PT,8,8
2017-01-28,ro,148,148
2017-01-28,ru,5392,5392
2017-01-28,sk,35,35
2017-01-28,sl,1,1
2017-01-28,sr,71,71
2017-01-28,sv,3507,3507
2017-01-28,ta,3,3
2017-01-28,th,353,353
2017-01-28,tr,5479,5479
2017-01-28,uk,139,139
2017-01-28,ur,10,10
2017-01-28,vi,55,55
2017-01-28,xx-lc,251,251
2017-01-28,zh-CN,93,93
2017-01-28,zh-HK,1,1
2017-01-28,zh-Hans,7,7
2017-01-28,zh-TW,30,30
2017-01-28,zh-cn,317,317
2017-01-28,zh-tw,85,85
2017-01-29,ar,292821,292821
2017-01-29,bg,87,87
2017-01-29,ca,1711,1711
2017-01-29,cs,529,529
2017-01-29,cy,13,13
2017-01-29,da,1521,1521
2017-01-29,de,24488,24488
2017-01-29,el,965,965
2017-01-29,en,3015356,3015356
2017-01-29,en-AU,249,249
2017-01-29,en-GB,9441,9441
2017-01-29,en-IN,28,28
2017-01-29,en-US,9,9
2017-01-29,en-gb,41990,41990
2017-01-29,es,117940,117940
2017-01-29,es-MX,159,159
2017-01-29,et,1,1
2017-01-29,eu,60,60
2017-01-29,fa,394,394
2017-01-29,fi,1485,1485
2017-01-29,fil,58,58
2017-01-29,fr,70186,70186
2017-01-29,fr-CA,32,32
2017-01-29,ga,67,67
2017-01-29,gl,131,131
2017-01-29,gu,2,2
2017-01-29,he,422,422
2017-01-29,hi,126,126
2017-01-29,hr,189,189
2017-01-29,ht,1,1
2017-01-29,hu,322,322
2017-01-29,id,19574,19574
2017-01-29,ig,1,1
2017-01-29,in,2,2
2017-01-29,it,11797,11797
2017-01-29,ja,25098,25098
2017-01-29,kn,4,4
2017-01-29,ko,3856,3856
2017-01-29,lolc,1,1
2017-01-29,lt,1,1
2017-01-29,lv,50,50
2017-01-29,mr,1,1
2017-01-29,ms,10,10
2017-01-29,msa,145,145
2017-01-29,nb,101,101
2017-01-29,nl,17305,17305
2017-01-29,no,863,863
2017-01-29,pl,1753,1753
2017-01-29,pt,19043,19043
2017-01-29,pt-PT,18,18
2017-01-29,ro,156,156
2017-01-29,ru,11014,11014
2017-01-29,sk,23,23
2017-01-29,sl,1,1
2017-01-29,sr,95,95
2017-01-29,sv,5348,5348
2017-01-29,ta,9,9
2017-01-29,th,816,816
2017-01-29,tr,8742,8742
2017-01-29,uk,277,277
2017-01-29,ur,8,8
2017-01-29,vi,91,91
2017-01-29,xx-lc,297,297
2017-01-29,zh-CN,228,228
2017-01-29,zh-HK,6,6
2017-01-29,zh-Hans,8,8
2017-01-29,zh-Hant,1,1
2017-01-29,zh-TW,106,106
2017-01-29,zh-cn,484,484
2017-01-29,zh-tw,138,138
2017-01-30,af,1,1
2017-01-30,ar,331085,331085
2017-01-30,bg,71,71
2017-01-30,bn,3,3
2017-01-30,ca,1741,1741
2017-01-30,cs,402,402
2017-01-30,cy,12,12
2017-01-30,da,1268,1268
2017-01-30,de,19481,19481
2017-01-30,el,709,709
2017-01-30,en,2714933,2714933
2017-01-30,en-AU,222,222
2017-01-30,en-CA,1,1
2017-01-30,en-GB,6858,6858
2017-01-30,en-IN,28,28
2017-01-30,en-US,9,9
2017-01-30,en-gb,37637,37637
2017-01-30,es,112821,112821
2017-01-30,es-MX,82,82
2017-01-30,et,1,1
2017-01-30,eu,77,77
2017-01-30,fa,279,279
2017-01-30,fi,1079,1079
2017-01-30,fil,25,25
2017-01-30,fr,72296,72296
2017-01-30,fr-CA,7,7
2017-01-30,ga,29,29
2017-01-30,gl,111,111
2017-01-30,gu,11,11
2017-01-30,he,462,462
2017-01-30,hi,171,171
2017-01-30,hr,135,135
2017-01-30,hu,260,260
2017-01-30,id,40584,40584
2017-01-30,in,9,9
2017-01-30,it,10561,10561
2017-01-30,ja,11589,11589
2017-01-30,kn,7,7
2017-01-30,ko,1516,1516
2017-01-30,lv,52,52
2017-01-30,mk,1,1
2017-01-30,mr,2,2
2017-01-30,ms,10,10
2017-01-30,msa,136,136
2017-01-30,nb,54,54
2017-01-30,nl,14785,14785
2017-01-30,no,747,747
2017-01-30,pl,1556,1556
2017-01-30,pt,19413,19413
2017-01-30,pt-PT,15,15
2017-01-30,ro,203,203
2017-01-30,ru,9313,9313
2017-01-30,sk,37,37
2017-01-30,so,1,1
2017-01-30,sq,2,2
2017-01-30,sr,64,64
2017-01-30,sv,3692,3692
2017-01-30,ta,2,2
2017-01-30,th,1339,1339
2017-01-30,tr,9676,9676
2017-01-30,uk,183,183
2017-01-30,ur,15,15
2017-01-30,vi,120,120
2017-01-30,xx-lc,229,229
2017-01-30,zh,1,1
2017-01-30,zh-CN,244,244
2017-01-30,zh-HK,2,2
2017-01-30,zh-Hans,20,20
2017-01-30,zh-Hant,2,2
2017-01-30,zh-TW,69,69
2017-01-30,zh-cn,555,555
2017-01-30,zh-tw,164,164
2017-01-31,ar,370825,370825
2017-01-31,bg,53,53
2017-01-31,bn,2,2
2017-01-31,ca,1569,1569
2017-01-31,cs,400,400
2017-01-31,cy,5,5
2017-01-31,da,1030,1030
2017-01-31,de,16975,16975
2017-01-31,el,569,569
2017-01-31,en,2268845,2268845
2017-01-31,en-AU,181,181
2017-01-31,en-CA,2,2
2017-01-31,en-GB,5198,5198
2017-01-31,en-IN,20,20
2017-01-31,en-SS,1,1
2017-01-31,en-US,30,30
2017-01-31,en-gb,29547,29547
2017-01-31,es,97286,97286
2017-01-31,es-MX,62,62
2017-01-31,eu,91,91
2017-01-31,fa,323,323
2017-01-31,fi,839,839
2017-01-31,fil,21,21
2017-01-31,fr,68198,68198
2017-01-31,fr-CA,22,22
2017-01-31,ga,26,26
2017-01-31,gl,92,92
2017-01-31,gu,3,3
2017-01-31,he,350,350
2017-01-31,hi,103,103
2017-01-31,hr,94,94
2017-01-31,hu,215,215
2017-01-31,id,39325,39325
2017-01-31,in,19,19
2017-01-31,it,8354,8354
2017-01-31,ja,11716,11716
2017-01-31,kn,6,6
2017-01-31,ko,3362,3362
2017-01-31,lv,30,30
2017-01-31,mn,1,1
2017-01-31,ms,7,7
2017-01-31,msa,87,87
2017-01-31,nb,63,63
2017-01-31,nl,12838,12838
2017-01-31,no,588,588
2017-01-31,pl,1172,1172
2017-01-31,pt,12089,12089
2017-01-31,pt-PT,12,12
2017-01-31,ro,154,154
2017-01-31,ru,7379,7379
2017-01-31,sk,14,14
2017-01-31,sl,1,1
2017-01-31,sr,42,42
2017-01-31,sv,3120,3120
2017-01-31,ta,3,3
2017-01-31,th,2925,2925
2017-01-31,tr,9359,9359
2017-01-31,uk,135,135
2017-01-31,ur,10,10
2017-01-31,vi,121,121
2017-01-31,xx-lc,199,199
2017-01-31,zh-CN,173,173
2017-01-31,zh-HK,2,2
2017-01-31,zh-Hans,15,15
2017-01-31,zh-TW,72,72
2017-01-31,zh-cn,421,421
2017-01-31,zh-tw,147,147
2017-02-01,ar,464879,464879
2017-02-01,bg,24,24
2017-02-01,bn,6,6
2017-02-01,ca,989,989
2017-02-01,cs,219,219
2017-02-01,cy,9,9
2017-02-01,da,599,599
2017-02-01,de,10382,10382
2017-02-01,el,371,371
2017-02-01,en,1335034,1335034
2017-02-01,en-AU,122,122
2017-02-01,en-GB,3557,3557
2017-02-01,en-IN,18,18
2017-02-01,en-US,11,11
2017-02-01,en-gb,20262,20262
2017-02-01,es,60546,60546
2017-02-01,es-MX,23,23
2017-02-01,eu,44,44
2017-02-01,fa,237,237
2017-02-01,fi,484,484
2017-02-01,fil,23,23
2017-02-01,fr,44672,44672
2017-02-01,fr-CA,7,7
2017-02-01,ga,14,14
2017-02-01,gl,65,65
2017-02-01,gu,1,1
2017-02-01,he,389,389
2017-02-01,hi,87,87
2017-02-01,hr,100,100
2017-02-01,ht,1,1
2017-02-01,hu,131,131
2017-02-01,id,38709,38709
2017-02-01,in,6,6
2017-02-01,it,5034,5034
2017-02-01,ja,6119,6119
2017-02-01,ko,617,617
2017-02-01,lv,21,21
2017-02-01,mn,1,1
2017-02-01,ms,7,7
2017-02-01,msa,92,92
2017-02-01,nb,52,52
2017-02-01,nl,9702,9702
2017-02-01,no,315,315
2017-02-01,pl,733,733
2017-02-01,pt,6919,6919
2017-02-01,pt-PT,4,4
2017-02-01,ro,82,82
2017-02-01,ru,5173,5173
2017-02-01,sk,6,6
2017-02-01,sr,35,35
2017-02-01,sv,1952,1952
2017-02-01,ta,1,1
2017-02-01,th,606,606
2017-02-01,tr,6052,6052
2017-02-01,uk,77,77
2017-02-01,ur,9,9
2017-02-01,vi,39,39
2017-02-01,xx-lc,130,130
2017-02-01,zh-CN,108,108
2017-02-01,zh-HK,2,2
2017-02-01,zh-Hans,3,3
2017-02-01,zh-Hant,3,3
2017-02-01,zh-TW,35,35
2017-02-01,zh-cn,306,306
2017-02-01,zh-tw,104,104
2017-02-02,ar,470426,470426
2017-02-02,bg,16,16
2017-02-02,bn,5,5
2017-02-02,ca,528,528
2017-02-02,cs,139,139
2017-02-02,cy,1,1
2017-02-02,da,557,557
2017-02-02,de,8747,8747
2017-02-02,el,243,243
2017-02-02,en,1120509,1120509
2017-02-02,en-AU,133,133
2017-02-02,en-GB,2611,2611
2017-02-02,en-IN,5,5
2017-02-02,en-US,20,20
2017-02-02,en-gb,17072,17072
2017-02-02,es,54062,54062
2017-02-02,es-MX,15,15
2017-02-02,eu,32,32
2017-02-02,fa,248,248
2017-02-02,fi,397,397
2017-02-02,fil,13,13
2017-02-02,fr,37721,37721
2017-02-02,fr-CA,2,2
2017-02-02,ga,8,8
2017-02-02,gl,27,27
2017-02-02,he,287,287
2017-02-02,hi,119,119
2017-02-02,hr,33,33
2017-02-02,hu,149,149
2017-02-02,id,23102,23102
2017-02-02,in,7,7
2017-02-02,it,4209,4209
2017-02-02,ja,3651,3651
2017-02-02,kn,3,3
2017-02-02,ko,403,403
2017-02-02,lv,11,11
2017-02-02,mr,1,1
2017-02-02,ms,3,3
2017-02-02,msa,72,72
2017-02-02,nb,30,30
2017-02-02,nl,7283,7283
2017-02-02,no,223,223
2017-02-02,pl,446,446
2017-02-02,pt,5564,5564
2017-02-02,pt-PT,5,5
2017-02-02,ro,88,88
2017-02-02,ru,5766,5766
2017-02-02,sk,6,6
2017-02-02,sl,3,3
2017-02-02,sr,34,34
2017-02-02,sv,1469,1469
2017-02-02,ta,8,8
2017-02-02,th,398,398
2017-02-02,tr,5665,5665
2017-02-02,uk,63,63
2017-02-02,ur,6,6
2017-02-02,vi,44,44
2017-02-02,xx-lc,77,77
2017-02-02,zh-CN,98,98
2017-02-02,zh-Hans,5,5
2017-02-02,zh-Hant,1,1
2017-02-02,zh-TW,31,31
2017-02-02,zh-cn,220,220
2017-02-02,zh-tw,77,77
2017-02-03,ar,434433,434433
2017-02-03,bg,16,16
2017-02-03,bn,2,2
2017-02-03,ca,522,522
2017-02-03,cs,162,162
2017-02-03,cy,7,7
2017-02-03,da,430,430
2017-02-03,de,8333,8333
2017-02-03,el,241,241
2017-02-03,en,851281,851281
2017-02-03,en-AU,106,106
2017-02-03,en-GB,2156,2156
2017-02-03,en-IN,5,5
2017-02-03,en-US,1,1
2017-02-03,en-gb,14191,14191
2017-02-03,es,38520,38520
2017-02-03,es-MX,14,14
2017-02-03,eu,40,40
2017-02-03,fa,226,226
2017-02-03,fi,372,372
2017-02-03,fil,8,8
2017-02-03,fr,32374,32374
2017-02-03,fr-CA,2,2
2017-02-03,ga,13,13
2017-02-03,gl,47,47
2017-02-03,gu,3,3
2017-02-03,he,224,224
2017-02-03,hi,75,75
2017-02-03,hr,42,42
2017-02-03,hu,118,118
2017-02-03,id,22016,22016
2017-02-03,in,4,4
2017-02-03,it,3389,3389
2017-02-03,ja,2004,2004
2017-02-03,kn,1,1
2017-02-03,ko,327,327
2017-02-03,lv,8,8
2017-02-03,ms,3,3
2017-02-03,msa,65,65
2017-02-03,nb,28,28
2017-02-03,nl,6129,6129
2017-02-03,no,238,238
2017-02-03,pl,396,396
2017-02-03,pt,3485,3485
2017-02-03,pt-PT,5,5
2017-02-03,ro,62,62
2017-02-03,ru,3170,3170
2017-02-03,sk,7,7
2017-02-03,sl,2,2
2017-02-03,sr,33,33
2017-02-03,sv,1146,1146
2017-02-03,ta,3,3
2017-02-03,th,226,226
2017-02-03,tr,4922,4922
2017-02-03,uk,41,41
2017-02-03,ur,4,4
2017-02-03,vi,32,32
2017-02-03,xx-lc,68,68
2017-02-03,zh-CN,64,64
2017-02-03,zh-HK,1,1
2017-02-03,zh-Hans,3,3
2017-02-03,zh-TW,12,12
2017-02-03,zh-cn,143,143
2017-02-03,zh-tw,47,47
2017-02-04,ar,251096,251096
2017-02-04,bg,15,15
2017-02-04,bn,1,1
2017-02-04,ca,497,497
2017-02-04,cs,127,127
2017-02-04,cy,2,2
2017-02-04,da,387,387
2017-02-04,de,7255,7255
2017-02-04,el,184,184
2017-02-04,en,644026,644026
2017-02-04,en-AU,63,63
2017-02-04,en-GB,1829,1829
2017-02-04,en-IN,2,2
2017-02-04,en-SS,1,1
2017-02-04,en-US,4,4
2017-02-04,en-gb,10294,10294
2017-02-04,es,31846,31846
2017-02-04,es-MX,17,17
2017-02-04,eu,19,19
2017-02-04,fa,135,135
2017-02-04,fi,325,325
2017-02-04,fil,4,4
2017-02-04,fr,26250,26250
2017-02-04,fr-CA,4,4
2017-02-04,ga,8,8
2017-02-04,gl,23,23
2017-02-04,gu,2,2
2017-02-04,he,273,273
2017-02-04,hi,43,43
2017-02-04,hr,31,31
2017-02-04,hu,106,106
2017-02-04,id,11822,11822
2017-02-04,in,1,1
2017-02-04,it,2858,2858
2017-02-04,ja,2805,2805
2017-02-04,kn,1,1
2017-02-04,ko,175,175
2017-02-04,lv,7,7
2017-02-04,ms,4,4
2017-02-04,msa,41,41
2017-02-04,nb,18,18
2017-02-04,nl,5785,5785
2017-02-04,no,175,175
2017-02-04,pl,498,498
2017-02-04,pt,2878,2878
2017-02-04,pt-PT,2,2
2017-02-04,ro,57,57
2017-02-04,ru,1628,1628
2017-02-04,sk,1,1
2017-02-04,sr,35,35
2017-02-04,sv,1059,1059
2017-02-04,th,224,224
2017-02-04,tr,3868,3868
2017-02-04,uk,39,39
2017-02-04,ur,7,7
2017-02-04,vi,24,24
2017-02-04,xx-lc,47,47
2017-02-04,zh-CN,35,35
2017-02-04,zh-HK,2,2
2017-02-04,zh-Hans,1,1
2017-02-04,zh-Hant,2,2
2017-02-04,zh-TW,13,13
2017-02-04,zh-cn,96,96
2017-02-04,zh-tw,39,39
2017-02-05,ar,474196,474196
2017-02-05,bg,8,8
2017-02-05,bn,1,1
2017-02-05,ca,786,786
2017-02-05,cs,161,161
2017-02-05,cy,7,7
2017-02-05,da,487,487
2017-02-05,de,7661,7661
2017-02-05,el,162,162
2017-02-05,en,890930,890930
2017-02-05,en-AU,88,88
2017-02-05,en-GB,2773,2773
2017-02-05,en-IN,6,6
2017-02-05,en-US,15,15
2017-02-05,en-gb,15986,15986
2017-02-05,es,36404,36404
2017-02-05,es-MX,21,21
2017-02-05,eu,13,13
2017-02-05,fa,208,208
2017-02-05,fi,261,261
2017-02-05,fil,3,3
2017-02-05,fr,34353,34353
2017-02-05,fr-CA,9,9
2017-02-05,ga,5,5
2017-02-05,gl,51,51
2017-02-05,he,364,364
2017-02-05,hi,71,71
2017-02-05,hr,58,58
2017-02-05,hu,137,137
2017-02-05,id,20608,20608
2017-02-05,in,4,4
2017-02-05,it,3623,3623
2017-02-05,ja,2954,2954
2017-02-05,ko,228,228
2017-02-05,lv,16,16
2017-02-05,mr,2,2
2017-02-05,ms,9,9
2017-02-05,msa,71,71
2017-02-05,nb,26,26
2017-02-05,nl,6898,6898
2017-02-05,no,216,216
2017-02-05,pl,662,662
2017-02-05,pt,2615,2615
2017-02-05,pt-PT,1,1
2017-02-05,ro,76,76
2017-02-05,ru,2500,2500
2017-02-05,sk,6,6
2017-02-05,sq,3,3
2017-02-05,sr,23,23
2017-02-05,sv,1295,1295
2017-02-05,ta,2,2
2017-02-05,th,1905,1905
2017-02-05,tr,5229,5229
2017-02-05,uk,47,47
2017-02-05,ur,20,20
2017-02-05,vi,61,61
2017-02-05,xx-lc,67,67
2017-02-05,zh-CN,43,43
2017-02-05,zh-HK,1,1
2017-02-05,zh-Hans,2,2
2017-02-05,zh-TW,26,26
2017-02-05,zh-cn,151,151
2017-02-05,zh-tw,49,49
2017-02-06,ar,455862,455862
2017-02-06,bg,15,15
2017-02-06,bn,4,4
2017-02-06,ca,985,985
2017-02-06,cs,136,136
2017-02-06,cy,7,7
2017-02-06,da,400,400
2017-02-06,de,6537,6537
2017-02-06,el,198,198
2017-02-06,en,807760,807760
2017-02-06,en-AU,76,76
2017-02-06,en-GB,2250,2250
2017-02-06,en-IN,10,10
2017-02-06,en-US,7,7
2017-02-06,en-gb,14226,14226
2017-02-06,es,40326,40326
2017-02-06,es-MX,15,15
2017-02-06,eu,56,56
2017-02-06,fa,174,174
2017-02-06,fi,321,321
2017-02-06,fil,3,3
2017-02-06,fr,33427,33427
2017-02-06,fr-CA,4,4
2017-02-06,ga,7,7
2017-02-06,gl,64,64
2017-02-06,he,393,393
2017-02-06,hi,102,102
2017-02-06,hr,37,37
2017-02-06,hu,114,114
2017-02-06,id,33391,33391
2017-02-06,in,7,7
2017-02-06,it,2958,2958
2017-02-06,ja,2313,2313
2017-02-06,ko,215,215
2017-02-06,lv,5,5
2017-02-06,mn,1,1
2017-02-06,mr,1,1
2017-02-06,ms,12,12
2017-02-06,msa,65,65
2017-02-06,nb,29,29
2017-02-06,nl,6025,6025
2017-02-06,no,206,206
2017-02-06,pl,404,404
2017-02-06,pt,2572,2572
2017-02-06,pt-PT,3,3
2017-02-06,ro,36,36
2017-02-06,ru,3454,3454
2017-02-06,sk,6,6
2017-02-06,sl,1,1
2017-02-06,sr,27,27
